291;2001966;Port Talbot Aberfan Centre;SA13 1PB;Wales
364;2001971;Welshpool Broad Street;SY21 7SD;Wales
464;2001974;Cardigan Prendre;SA43 1JL;Wales
482;2001979;Ruthin Stryd Y Castell;LL15 1DP;Wales
487;2001980;Llangefni High Street;LL77 7LT;Wales
332;2001969;Abergavenny Cross Street;NP7 5EH;Wales
922;2001982;Bethesda Medical Centre;LL57 3NE;Wales
211;2001964;Newport Caerleon Road;NP19 7FW;Wales
476;2001977;Shotton Chester Road;CH5 1BX;Wales
1329;2001984;Bargoed Bryntirion Health Centre;CF81 8SA;Wales
1668;2001987;Bangor 277-279 High Street;LL57 1PD;Wales
478;2001978;Newcastle Emlyn;SA38 9AP;Wales
5820;2001998;Cardiff St Mellons;CF3 0SH;Wales
2013;2001988;Newport Chepstow Road;NP19 8EG;Wales
2072;2001993;Swansea Uplands Crescent;SA2 0NP;Wales
2037;2001990;Wrexham Eagles Meadow;LL13 8DG;Wales
2058;2001992;Monmouth Monnow Street;NP25 3EN;Wales
5774;2001997;Holywell High Street;CH8 7TF;Wales
6419;2002000;Chester Broughton Shopping Park;CH4 0DP;Wales
320;2001968;Ebbw Vale Market Street;NP23 6HL;Wales
434;2001973;Denbigh High Street;LL16 3RY;Wales
6572;2002006;Llanelli Parc Trostre Retail Park;SA14 9UY;Wales
6575;2002007;Swansea Morfa Retail Park;SA1 7BP;Wales
5640;2001995;Colwyn Bay Rhos on Sea;LL28 4PP;Wales
6547;2002005;Llanstrisant Talbot Green Retail;CF72 8LW;Wales
294;2001967;Swansea Morriston;SA6 8BH;Wales
474;2001976;Ammanford Quay Street;SA18 3DB;Wales
1652;2001986;Whitland St John Street;SA34 0AN;Wales
2054;2001991;Builth Wells High Street;LD2 3DN;Wales
6434;2002001;Wrexham Plas Coch Road;LL11 2BA;Wales
6476;2002002;Newport Retail Park;NP19 4QQ;Wales
428;2001972;Swansea Mumbles;SA3 4DN;Wales
1385;2001985;Cardiff Canton Sanatorium Road;CF11 8DG;Wales
5644;2001996;Plas Menai Medical Centre;LL33 0NY;Wales
340;2001970;Porthcawl John Street;CF36 3BD;Wales
1285;2001983;Llantwit Major Boverton Road;CF61 1XZ;Wales
2078;2001994;Cardiff Capitol Shopping Centre;CF10 2HQ;Wales
5959;2001999;Rhyl The Square;LL18 5AU;Wales
6612;2002009;Llandudno Retail Park;LL30 1PX;Wales
6528;2002003;Swansea Fforest Fach Retail Park;SA5 4BB;Wales
6542;2002004;Cardiff Ty Glas Retail Park;CF14 5DX;Wales
137;2002133;Hunstanton High Street;PE36 5AB;England
2159;2002132;Sheffield Fox Valley Way;S36 2AB;England
5933;2002134;Selby Market Cross Shopping Centre;YO8 4JS;England
1638;2002135;March Riverside Healthcentre;PE15 8BG;England
